"RecipeInstructions","Name","Images","Keywords","RecipeIngredientQuantities","RecipeIngredientParts","AggregatedRating","ReviewCount","RecipeId","RecipeCategory"
"Heat olive oil in non stick skillet., Sprinkle on season salt, garlic salt and pepper to taste., Brown chicken in hot olive oil., Add leeks and mushrooms, stir in tomato paste, and chicken broth., Cover and simmer on low heat until chicken juices run clear, about 15-20 minutes.","Chicken With Leeks and Mushrooms","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/61/59/picH3niLW.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/61/59/picLEwIOj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/61/59/picwIFatp.jpg","Chicken Thigh & Leg, Chicken, Poultry, Meat, < 30 Mins, Easy","4, 2, 1, 1, 2, 1/4, NA, NA, NA","boneless skinless chicken thighs, olive oil, leek, tomato paste, chicken broth, season salt, pepper","4","2","126159","Chicken Breast"
"Pound chicken until flattened slightly., Spread 2-3 tablespoons of cream cheese on the underside of the breasts., Roll the breast and secure with toothpicks so all filling is enclosed., Spread mustard over the chicken., Roll chicken in brown sugar until well coated. (you may need to pat additional sugar on chicken)., Place the chicken rolls in 13x9 pan., Sprinkle with pecans., Bake in a preheated 300º oven for 1-1/2 hours, basting very frequently.","Chicken Rolls in Praline Glaze","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/62/31/picCmX19x.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/62/31/picMoxMIs.jpg","Chicken, Poultry, Meat, Christmas, < 4 Hours, Easy","4 -6, 8, 1/2, 1 1/2, 8","boneless skinless chicken breasts, cream cheese, Dijon mustard, brown sugar, pecans","4.5","6","126231","Chicken Breast"
"Combine chicken, zucchini, mushrooms and garlic in a baking dish., Sprinkle the cream cheese cubes over all, then pour the alfredo sauce over the top and gently stir to moisten., Bake at 350 degrees for 1-1/2 hours., Serve over hot, cooked noodles., Note: If desired, this could be made in the crockpot and cooked on low for 8 hours.","Unknownchef86's Garlic Chicken Alfredo","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/62/45/picbapGEl.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/62/45/picGwzIv8.jpg","Poultry, Meat, Savory, Oven, Beginner Cook, < 4 Hours, Easy","4, 1, 1/2, 1, 8, 2, NA","boneless skinless chicken breast halves, boneless skinless chicken thighs, zucchini, zucchini, mushroom, garlic, cream cheese, alfredo sauce","5","6","126245","Chicken"
"Cut chicken into bite-size pieces., In a medium bowl, sift together mochiko flour, cornstarch, sugar, and salt.  Mix well., In a small bowl, combine eggs, shoyu, and garlic., Whisk into dry ingredients., Add chicken to mixture., Fold in green onions, and sesame seeds if desired., Marinate at least 4 hours; overnight is best., Deep-fry until golden brown.","Mochiko Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/86/pici60hau.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/86/pict4hIDC.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/86/pic7dt9Ak.jpg","Chicken, Poultry, Meat, Hawaiian, Japanese, Asian, High Protein, Healthy, High In..., < 15 Mins, Deep Fried, Inexpensive","5, 1/4, 1/4, 1/4, 1/2, 2, 5, 4 -5, 1/2, 2","boneless skinless chicken thighs, cornstarch, sugar, salt, eggs, garlic cloves, green onion, sesame seeds","5","7","126786","Chicken Thigh & Leg"
"In a bowl, combine the mozzarella cheese, mushrooms, mayo, Parmesan and onion., Cut bread in half lengthwise and spread cheese mixture over cut sides., Grill for 5-10 minutes or until lightly browned., Slice and serve warm.","Cheesy Mushroom Bread","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/70/75/picBZf5VH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/70/75/pic60GVje.jpg","Vegetable, Summer, < 30 Mins","1, 1, 1/3, 2, 2, 1","mozzarella cheese, mushroom stems and pieces, mayonnaise, parmesan cheese, green onions","5","6","127075","Breads"
"Combine sauce ingredients. Set aside., In a bowl, combine cornstarch, sugar & salt. Add pork and toss., heat wok. Add oil. Heat. Add pork, ginger, garlic and onion. Stir for about 1 minute., Add peppers, carrots and broccoli. Stir 2-3 minutes., Add mushrooms and sauce. Cook until boils., Add cashews and serve immediately.","Sweet  Spicy Cashew Pork","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/73/20/picUCcuu0.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/73/20/picwlwT3n.jpg","Meat, < 60 Mins","1/2, 4, 1/2, 2, 3, 1 1/2, 1/4, 1/2, 2, 1/2, 1/4, 4, 1/4, 2 -3, 1, 1, 2, 2, 1, 1, 1 1/2","ketchup, soy sauce, salt, Worcestershire sauce, sugar, cayenne pepper, chicken broth, cornstarch, sugar, salt, boneless pork, garlic, onion, red bell peppers, carrots, broccoli, mushroom, cashews","NA","NA","127320","Pork"
"Preheat grill., Make glaze:., In a small bowl, stir together all glaze ingredients., Place chops on grill and spread with half the glaze., Grill about 8 minutes., Turn over and spread with remaining glaze., Grill until cooked through, another 6-8 minutes.","Grilled Pork Chops With Honey Glaze","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/75/39/picHtuckI.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/75/39/pic9YEm8r.jpg","Meat, Very Low Carbs, High Protein, High In..., < 30 Mins, Easy","4, 1, 1, 1, 1, 1/4, NA","boneless pork chops, honey, soy sauce, Dijon mustard, garlic clove, ground ginger","4.5","7","127539","Pork"
"Mix first seven ingredients together in a Ziploc bag or container with lid., Clean chicken and pound to flatten if the breasts are thick. Place in marinade., Let marinate for at least two hours. You can put meat in marinade in the morning and cook for supper without fear of over-marinating., Be sure to remove the cloves before cooking., Grill or bake chicken until done.","Simple  Delish Chicken Marinade","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/77/98/picVnZ4Tg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/77/98/picSinkul.jpg","Chicken, Poultry, Meat, < 60 Mins, Easy","4, 4, 2, 1, 2, 1, 3, 4","olive oil, canola oil, soy sauce, lemon juice, brown sugar, minced garlic cloves, thyme, basil, cloves, boneless skinless chicken breasts","5","15","127798","Chicken Breast"
"Mix all ingredients except chicken in a jar.cover and shake well., place chicken breasts in a large plastic zipper bag.pour marinade over chicken., seal bag and refrigerate for at least 2 hours.turning bag occasionally., arrange chicken on heated grill and cook 7-10 minutes on each side., turning only once -- until juices run clear.","Citrus Grill","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/79/39/picQrgQLy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/79/39/picMyz2jA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/79/39/pic2EeFUg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/79/39/picXp8G7g.jpg","Poultry, Meat, < 30 Mins","1/4, 1/4, 1/4, 1, 1, 1, 2, 1/4, 8 -10","red wine vinegar, dried basil, dried oregano, parmesan cheese, Dijon mustard, garlic, boneless skinless chicken breasts","5","6","127939","Chicken"
"Combine olive oil and next 7 ingredients., Add chicken, cover and marinate in the refrigerator for at least 2 hours or as long as overnight.  Remove chicken from marinade. Discard marinade., Place chicken on grill over medium heat. Grill uncovered for 15-20 minutes, turning once.","Grilled Bourbon Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/81/05/picM6mS2B.jpg, https://img.sndimg.com/food/image/upload/v1/img/feed/128105/PxCdZ5yRxCRDBHv1tZd6_BB8726BE-F37B-4764-91B4-07E9BD6B761F.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/81/05/picrmcAja.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/81/05/picrfjUSA.jpg","Chicken, Poultry, Meat, High Protein, Healthy, High In..., Summer, < 60 Mins, Easy","1 1/2, 2, 2, 1/4, 2, 2, 2, 1/4, 2","boneless skinless chicken breast halves, olive oil, Dijon mustard, Bourbon, red wine vinegar, Worcestershire sauce, soy sauce, brown sugar, garlic cloves","5","9","128105","Chicken Breast"
"Flatten chicken breasts., Dip in milk, then in bread crumbs, coating well., Roll up and arrange, seam down, in non-stick sprayed baking pan., Cover and bake at 350 degrees for 25 minutes., While chicken is baking, simmer the mushrooms and onions in wine and lemon juice., Add thyme and marjoram., Uncover chicken and spoon mushroom mixture over chicken., Bake, uncovered, 10 to 15 minutes longer, or until chicken is tender and brown.","Chicken Breasts in Mushroom Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/83/44/picVWwfxC.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/83/44/pictUzo3f.jpg","Poultry, Vegetable, Meat, Kid Friendly, Free Of..., < 60 Mins, Oven, Easy","4, 1/2, 1, 2, 2, 1/2, 1, 1/8, 1/8","boneless skinless chicken breast halves, fresh mushrooms, green onions, dry white wine, fresh lemon juice, thyme, dried marjoram","3.5","3","128344","One Dish Meal"
"In heavy pan mix eggs, juice, butter, sugar and salt.  Bring to a boil while stirring over low heat, then cook for 3 minutes more., Remove from heat and cool., Beat Cream Cheese and lemon peel., When egg mixture is cool, blend into the cream cheese until smooth., Store in the fridge.","Cheesy Lemon Butter","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/85/17/picwFVctj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/85/17/picrcHo0o.jpg","Cheese, Citrus, Fruit, < 30 Mins","2, 1/4, 3, 3/4, 1, 1, 1","eggs, lemon juice, butter, sugar, lemon peel, cream cheese, salt","5","4","128517","Lemon"
"Steam, boil, stirfry  or microwave the vegetables until tender but still slightly crisp., Mix all sauce ingredients together and heat gently in a saucepan or the microwave until the sugar or honey has melted., Pour the hot sauce over the warm vegetables., Serve immediately.","Sweet Herby Greens","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/03/39/picMZfL8j.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/03/39/picGASANE.jpg","Vegan, < 30 Mins, Easy","6, 2, 2, 1, 2, 1","brown sugar, honey, vinegar, herbs, lemon rind","5","1","130339","Vegetable"
"Press 3/4 tsp coarse ground pepper into meaty sides of chicken breast halves, then sprinkle them with salt., Combine melted butter, basil, Parmesan cheese, and garlic to use as a basting mixture for chicken., Make mixture ahead and let it steep for at least 30 minutes to let flavors develop., Grill chicken over medium coals 8 - 10 min on each side, basting frequently with basting mixture.","Peppered Grilled Basil Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/05/82/piciqStqg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/05/82/pic7xpZ0N.jpg","Chicken, Poultry, Meat, Very Low Carbs, High Protein, High In..., < 60 Mins","3/4, 4, 1/3, 1/4, 1, 1","fresh coarse ground black pepper, boneless skinless chicken breast halves, butter, fresh basil, parmesan cheese, garlic clove","4.5","2","130582","Chicken Breast"
"Whisk ingredients together until smooth., Add skim milk to thin for dipping.","Almost-Like-Cheesecake Dip for Fruit","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/06/79/picgSP0BT.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/06/79/pic7CFJ3w.jpg","Sweet, < 15 Mins, Beginner Cook, Easy, Inexpensive","1, 1, 1, 1, NA","low-fat cream cheese, lemon peel, vanilla, sugar, skim milk","3","1","130679","Fruit"
"Rinse beef slices and pat dry. Wrap around checken breasts and place in a prepared 9x13  baking pan., Mix together well the soup, mushrooms and sherry. Pour evenly over chicken., Cover and bake in a preheated 325 degree oven for one hour., Remove cover and sprinkle with sliced almonds., Return to oven for about 15 minutes, until almonds are toasted.","Creamy Mushroom Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/07/06/picvWyOrU.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/07/06/picYKv8KD.jpg","Chicken, Poultry, Meat, Beginner Cook, < 4 Hours, Easy","6, 2 1/4, 1, 1/2, 1/4, 1/4","skinless chicken breasts, dry sherry","4","1","130706","Chicken Breast"
"Heat oven to 400°F Prepare baking dish., In a shallow bowl, combine bread crumbs and salad dressing mix; mix well. Place sour cream in another shallow dish., Dip chicken in sour cream, coating well. Roll coated chicken in bread crumb mixture., Place chicken in baking dish. Discard any remaining bread crumb mixture and sour cream., Bake for 25 to 30 minutes or until chicken is tender and juices run clear.","Oven Ranch Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/09/14/picsXro08.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/09/14/picq04dsG.jpg","Chicken, Poultry, Meat, Kid Friendly, < 60 Mins, Easy","1/3, 1, 1/3, 1","low-fat sour cream, boneless skinless chicken breast","4.5","8","130914","Chicken Breast"
"Pound pork to 1/4-inch thickness., Coat with flour, then dip into egg, and finally coat thoroughly with Panko., Deep fry in 1 inch vegetable oil, heated to 350º, 3 minutes on each side, or until golden brown., Serve on bed of shredded cabbage, for presentation., Serve with Tonkatsu sauce., NOTE: If you can't find Panko, you may use crushed corn flakes.","Tonkatsu (Japanese Pork Cutlet)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/10/93/KfLvPK25RteHwBFflBA4_tonkatsu.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/10/93/picnpKSoF.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/10/93/picn0rS3f.jpg","Meat, Japanese, Asian, High Protein, High In..., < 60 Mins, Easy","4, 2, 1, 1/2, NA","boneless pork chops, flour, egg, panko breadcrumbs","5","19","131093","Pork"
"In a large skillet, brown chicken breasts in olive oil over medium heat; about 2 minutes per side., Add tomato sauce, artichokes, rosemary and basil.  Bring to a boil., Reduce heat and simmer, covered, 10-12 minutes or until chicken is done., Remove chicken with a slotted spoon and place on a serving platter., Return sauce in skillet to a boil; reduce heat and simmer, uncovered until desired consistancy.  Spoon over chicken and sprinkle with olives., Serve.","Chicken in Tomato Artichoke Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/11/81/picw46A9C.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/11/81/picRahSwU.jpg","Poultry, Meat, Healthy, Savory, < 30 Mins, Stove Top","4, 1, 15, 14, 2, 2, 1, 1/4","boneless skinless chicken breast halves, olive oil, tomato sauce, artichoke hearts, fresh rosemary, oregano, basil, black olives","4.5","5","131181","Chicken"
"Trim chicken breasts of fat and cut into bite-sized pieces. Saute in a large skillet with butter and garlic until cooked through and browned., Add minced jalapenos and liquid. Saute until fragrant and pan is fairly dry., Add soup, milk, and cheese. Simmer until heated through and cheese is melted.  Add more milk or jalapeno liquid as desired to thin sauce., Serve over spaghetti noodles.","Spicy Chicken Spaghetti","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/22/08/picXKef4J.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/22/08/picrV8sHv.jpg","Chicken Breast, Chicken, Spaghetti, Poultry, Meat, Southwestern U.S., Kid Friendly, < 30 Mins, Beginner Cook, Easy, Inexpensive","4, 2, 1, 1, 1, 1, 1, 1/2, NA, NA","boneless skinless chicken breasts, butter, garlic, monterey jack cheese, milk","4.5","5","132208","One Dish Meal"
